,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster_genres,cluster_attributs,artist_track
25546,3wyrhwPpV8uhMMEms4vG3X,Bts,You Never Walk Alone,Not today,71,231859,False,0.593,0.945,8,-3.408,1,0.126,0.00174,0.0,0.923,0.674,110.023,4,k-pop,3,0,Bts - Not today
25548,4Aw8n6r2vuU0KUo1a2nftp,Bts,MAP OF THE SOUL : 7,Louder than bombs,71,217404,False,0.643,0.667,0,-6.947,0,0.151,0.0432,0.0,0.0904,0.478,145.999,4,k-pop,3,3,Bts - Louder than bombs
25549,3QwiidVHfeE9y5jl4n2MTC,Seventeen,SEVENTEEN 4th Album Repackage 'SECTOR 17',_world,78,178453,False,0.709,0.809,2,-3.198,0,0.0541,0.312,0.0,0.0899,0.788,111.01,4,k-pop,3,3,Seventeen - _world
25550,4ncTUgTfUV3wrjTPzKvn01,Bts,Yet To Come (Hyundai Ver.),Yet to come (hyundai ver.),75,223535,False,0.508,0.842,1,-3.992,1,0.0612,0.078,0.0,0.0858,0.44,86.041,4,k-pop,3,2,Bts - Yet to come
25552,6fqaMyg066xlukvUJWdM2T,Bts,MAP OF THE SOUL : 7,00:00 (zero o’clock),72,250295,False,0.56,0.547,1,-6.456,1,0.0675,0.0806,0.0,0.11,0.199,157.962,4,k-pop,3,2,Bts - 00:00
25553,5RjUtRlDonw3TBgGGMLC5b,Bts,MAP OF THE SOUL : 7,Friends,71,199338,False,0.55,0.747,1,-5.211,1,0.0407,0.0668,0.0,0.0536,0.649,79.979,4,k-pop,3,2,Bts - Friends
25565,5dntGTbUtmUO239wQ0k3yM,Kai,KAI - The 1st Mini Album,Mmmh,71,192346,False,0.659,0.718,7,-5.607,0,0.0507,0.202,1.01e-06,0.2,0.297,136.96,4,k-pop,3,3,Kai - Mmmh
25566,6M47gaKejso9772SKTa3yH,"Tech N9Ne, Joey Cool, King Iso, Dwayne Johnson",ASIN9NE,Face off,73,219802,True,0.693,0.935,8,-4.323,1,0.224,0.18,0.0,0.179,0.391,80.882,4,k-pop,3,5,"Tech N9Ne, Joey Cool, King Iso, Dwayne Johnson - Face off"
25568,0YJFlxeHMUr9MxSDQVuQJA,Bts,MAP OF THE SOUL : 7,My time,72,234457,False,0.674,0.641,0,-5.139,0,0.0339,0.149,0.0,0.0925,0.664,99.91,4,k-pop,3,3,Bts - My time
25570,3d3ELsqKlQ7WA0a10Isu3l,Ikon,Return,Love scenario,71,209648,False,0.806,0.707,7,-4.623,1,0.0307,0.331,0.0,0.294,0.746,118.009,4,k-pop,3,2,Ikon - Love scenario
25571,0pYacDCZuRhcrwGUA5nTBe,"Iu, Suga",eight,Eight(prod.&feat. suga of bts),73,167573,False,0.676,0.869,1,-1.573,1,0.0423,0.115,0.0,0.132,0.594,120.029,4,k-pop,3,2,"Iu, Suga - Eight"
25572,0LatE4S9UtCDwIdGQsFFKL,Stray Kids,NOEASY,"Red lights (bang chan, hyunjin)",74,189906,False,0.707,0.74,11,-4.311,0,0.0509,0.179,0.0,0.612,0.336,127.974,4,k-pop,3,3,Stray Kids - Red lights
25575,05ib88vsMeLfwlAfrZyz99,Stray Kids,MAXIDENT,"Taste (lee know, hyunjin, felix)",77,216120,False,0.626,0.623,6,-5.718,0,0.0653,0.0559,0.0,0.199,0.123,140.209,4,k-pop,3,3,Stray Kids - Taste
25576,7n2FZQsaLb7ZRfRPfEeIvr,Ive,ELEVEN,Eleven,79,178453,False,0.828,0.731,9,-3.033,1,0.111,0.0617,0.0,0.048,0.587,119.978,4,k-pop,3,2,Ive - Eleven
25579,4pspYVQGFHLPEFgQPD1J7e,Itzy,IT'z ME,Wannabe,74,191242,False,0.809,0.911,6,-4.41,0,0.0617,0.00795,0.000179,0.181,0.64,122.035,4,k-pop,3,3,Itzy - Wannabe
25584,5vOT8VO87TAnUjh0oADwb1,Bts,Love Yourself 承 'Her',Go go,71,235779,False,0.856,0.617,10,-5.308,0,0.084,0.171,0.0,0.0857,0.759,136.081,4,k-pop,3,3,Bts - Go go
25589,1wcr8DjnN59Awev8nnKpQ4,Enhypen,BORDER : CARNIVAL,Drunk-dazed,75,193260,False,0.599,0.869,5,-5.174,0,0.0618,0.000707,0.0,0.0911,0.453,132.889,4,k-pop,3,3,Enhypen - Drunk-dazed
25590,21aOLk12MksET8AsbU0SI6,Tomorrow X Together,The Chaos Chapter: FIGHT OR ESCAPE,Lo$er=lo♡er,75,199919,False,0.644,0.867,11,-4.18,0,0.0383,0.001,0.0,0.105,0.687,124.997,4,k-pop,3,3,Tomorrow X Together - Lo$er=lo♡er
25595,2WoluqyWzsgRmFCeHeGlnm,Itzy,CHECKMATE,Sneakers,78,179453,False,0.935,0.849,7,-3.047,1,0.0779,0.0192,0.0,0.0223,0.551,119.986,4,k-pop,3,2,Itzy - Sneakers
25598,6LnEoRQKMcaFTR5UvaKuBy,Seventeen,SEVENTEEN 9th Mini Album 'Attacca',Rock with you,75,180360,False,0.621,0.816,11,-5.242,1,0.104,0.0966,0.0,0.134,0.694,163.966,4,k-pop,3,2,Seventeen - Rock with you
25613,6wBpO4Xc4YgShnENGSFA1M,Le Sserafim,FEARLESS,Sour grapes,77,196540,False,0.779,0.801,6,-5.564,0,0.0457,0.395,0.0,0.108,0.72,139.998,4,k-pop,3,3,Le Sserafim - Sour grapes
25614,5mdWIwsJAzR97ShGkt8gcR,"Zico, Homies",Street Man Fighter Original Vol.3 (Mission by Rank),New thing (prod. zico) (feat. homies),78,147426,False,0.775,0.865,1,-2.015,1,0.307,0.0453,0.0,0.261,0.663,175.12,4,k-pop,3,2,"Zico, Homies - New thing"
25615,3ObPkJQAgjAhTwYvDhPrAW,Tomorrow X Together,minisode1 : Blue Hour,Blue hour,73,209105,False,0.71,0.82,3,-4.362,0,0.0836,0.00962,0.0,0.0871,0.746,112.005,4,k-pop,3,3,Tomorrow X Together - Blue hour
25617,7eVu7FI02cTicLEgVtUvwF,"Taeyong, Jeno, Hendery, Yangyang, Giselle",2021 Winter SMTOWN : SMCU EXPRESS,Zoo,71,177413,False,0.823,0.923,9,-2.875,1,0.158,0.127,0.0,0.0571,0.629,122.922,4,k-pop,3,2,"Taeyong, Jeno, Hendery, Yangyang, Giselle - Zoo"
25619,1QpwvWMQGdOgA8MXXfgs4H,Nmixx,ENTWURF,Dice,82,165746,False,0.556,0.798,7,-3.331,1,0.254,0.0848,0.0,0.33,0.628,131.096,4,k-pop,3,2,Nmixx - Dice
25622,1Z8TPHiKeCUyClxV6WTTIf,Tomorrow X Together,The Chaos Chapter: FREEZE,0x1=lovesong (i know i love you) feat. seori,74,202203,False,0.584,0.836,0,-4.925,1,0.079,0.0558,0.0,0.0663,0.484,104.973,4,k-pop,3,2,Tomorrow X Together - 0x1=lovesong  feat. seori
25623,6T4o4xEh61CpgM9v4jG5DJ,Stray Kids,MAXIDENT,"3racha (bang chan, changbin, han)",75,208573,False,0.721,0.856,0,-3.117,0,0.301,0.229,0.0,0.0853,0.627,142.068,4,k-pop,3,3,Stray Kids - 3racha
25624,7GARzfC1mwhDuk4t9WOACq,J-Hope,Jack In The Box,More,74,180022,False,0.783,0.722,2,-4.864,1,0.0357,0.00537,0.00209,0.105,0.306,97.031,4,k-pop,3,2,J-Hope - More
25626,52CBUrIdyf8tbZaUY9iawE,Weeekly,We play,After school,71,205373,False,0.634,0.928,1,-1.609,1,0.0514,0.00719,2.55e-06,0.0626,0.738,164.007,4,k-pop,3,2,Weeekly - After school
25627,2qQpFbqqkLOGySgNK8wBXt,Twice,FANCY YOU,Fancy,76,213880,False,0.697,0.874,5,-2.15,0,0.0449,0.0122,0.0,0.627,0.775,132.018,4,k-pop,3,3,Twice - Fancy
25638,1HshHZrFIF5MRXWCZntOPr,Stray Kids,MAXIDENT,Chill,74,195146,False,0.744,0.923,7,-2.797,1,0.0507,0.115,0.0,0.065,0.522,96.005,4,k-pop,3,2,Stray Kids - Chill
25639,0XuepwFJUcKN8T5zTqoP0F,Stray Kids,IN LIFE,Back door,73,189286,False,0.82,0.842,7,-3.853,1,0.272,0.157,0.0,0.112,0.653,107.952,4,k-pop,3,2,Stray Kids - Back door
25646,70XnKsO3UnIT4FnEwChQXx,J-Hope,Jack In The Box,= (equal sign),73,114477,False,0.673,0.75,9,-5.831,1,0.0655,0.0155,5.44e-06,0.348,0.708,105.848,4,k-pop,3,2,J-Hope - =
25647,7DEKa5Z7Cl8s3Y7imb88OM,"Bts, Steve Aoki",Love Yourself 轉 'Tear',The truth untold (feat. steve aoki),71,242292,False,0.571,0.422,1,-7.561,0,0.0422,0.374,0.0,0.127,0.169,113.016,4,k-pop,3,3,"Bts, Steve Aoki - The truth untold"
25649,3tP6QKbXvtrxiDI7QwKyUf,Blackpink,SQUARE TWO,Stay,71,230322,False,0.63,0.432,1,-6.721,1,0.0357,0.551,5.84e-06,0.0962,0.343,87.959,4,k-pop,3,6,Blackpink - Stay
25653,6O734u9qnz6B4gWMyszWhi,Bts,The Most Beautiful Moment in Life Pt.2,Silver spoon,71,233160,False,0.65,0.879,9,-2.886,1,0.073,0.00104,0.0,0.0483,0.536,166.895,4,k-pop,3,2,Bts - Silver spoon
25662,1dfsPqH09vnzUWEOsN98Ex,Seulgi,28 Reasons - The 1st Mini Album,28 reasons,78,189413,False,0.766,0.651,5,-3.546,0,0.0952,0.211,2.51e-06,0.144,0.488,121.995,4,k-pop,3,3,Seulgi - 28 reasons
25664,55Ctj6nVfobn9AcPe6sLG2,Bts,2 Cool 4 Skool,Like,72,231893,False,0.737,0.723,0,-4.165,0,0.0705,0.303,0.0,0.26,0.783,100.939,4,k-pop,3,3,Bts - Like
25666,5xrtzzzikpG3BLbo4q1Yul,Iu,IU 5th Album 'LILAC',Lilac,73,214253,False,0.738,0.89,2,-2.275,0,0.0748,0.0895,1.89e-06,0.213,0.75,114.942,4,k-pop,3,3,Iu - Lilac
25667,1lhm29o3syw122xynSKaAK,Sam Kim,"Nevertheless, (Original Television Soundtrack, Pt. 6)",Love me like that,71,211363,False,0.59,0.294,9,-8.125,1,0.0654,0.854,0.0,0.0873,0.461,87.895,4,k-pop,3,6,Sam Kim - Love me like that
25671,3lrNsPdn98i6rxO142pLT6,Nmixx,AD MARE,O.o,75,172936,False,0.39,0.767,11,-3.918,0,0.293,0.0354,4.26e-06,0.0601,0.285,200.263,4,k-pop,3,3,Nmixx - O.o
25676,4ROdFnoZNn2RTmwct0cVpx,Bts,Love Yourself 轉 'Tear',Love maze,71,221529,False,0.637,0.876,9,-4.652,1,0.0618,0.0483,0.0,0.0728,0.759,149.93,4,k-pop,3,2,Bts - Love maze
25684,4gdiCHNbwugojBqr5Jt3pq,Kep1Er,FIRST IMPACT,Wa da da,74,183693,False,0.785,0.907,10,-2.657,1,0.0938,0.00122,3.11e-06,0.213,0.685,126.004,4,k-pop,3,2,Kep1Er - Wa da da
25686,2WTHLEVjfefbGoW7F3dXIg,Aespa,Girls - The 2nd Mini Album,Girls,78,240440,False,0.57,0.974,3,-0.173,0,0.325,0.115,0.000594,0.125,0.65,171.958,4,k-pop,3,3,Aespa - Girls
25689,078fJxqEUz0LvbHSM6AoXJ,Stray Kids,MAXIDENT,Super board,73,185960,False,0.751,0.87,4,-2.551,0,0.0713,0.00653,0.0,0.077,0.412,103.019,4,k-pop,3,3,Stray Kids - Super board
25694,4QDpsNBlllaLGj8zbF2EE0,Stray Kids,ODDINARY,Charmer,74,188573,False,0.786,0.762,1,-2.508,1,0.0519,0.0524,1.04e-05,0.0971,0.731,90.963,4,k-pop,3,2,Stray Kids - Charmer
25695,1Wcr8zrKqbUX0zwN8Dbr16,Itzy,GUESS WHO,In the morning,72,172373,False,0.846,0.814,6,-4.685,0,0.149,0.0823,0.00094,0.13,0.722,140.055,4,k-pop,3,3,Itzy - In the morning
25697,33vfE5bxDMHpOFHMSgxehR,Stray Kids,MAXIDENT,"Can't stop (seungmin, i.n)",73,209666,False,0.645,0.87,1,-3.087,1,0.0465,0.00522,1.12e-06,0.101,0.79,119.973,4,k-pop,3,2,Stray Kids - Can't stop
25700,6PRy17C5LiiN7VCLS6IA98,Enhypen,MANIFESTO : DAY 1,Future perfect (pass the mic),77,180750,False,0.658,0.9,9,-3.479,0,0.264,0.0364,0.0,0.0771,0.526,156.096,4,k-pop,3,3,Enhypen - Future perfect
25701,7CQhZA3qNDZBoTKWqjD7gR,Stray Kids,MAXIDENT,Give me your tmi,74,198173,False,0.749,0.862,11,-3.494,0,0.136,0.0513,0.0,0.0944,0.824,97.982,4,k-pop,3,3,Stray Kids - Give me your tmi
25711,0wHFktze2PHC5jDt3B17DC,Jack Harlow,Come Home The Kids Miss You,First class,79,173947,True,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,4,k-pop,3,5,Jack Harlow - First class
25724,2zrhoHlFKxFTRF5aMyxMoQ,Aespa,Next Level,Next level,74,221573,False,0.82,0.852,11,-2.567,0,0.166,0.488,5.94e-06,0.0907,0.82,109.036,4,k-pop,3,3,Aespa - Next level
25749,1Rrj7KyS2R6SP9CQMDJW1w,Seventeen,Love&Letter repackage album,Very nice,73,192092,False,0.746,0.898,3,-2.818,0,0.0725,0.0526,0.0,0.0858,0.879,121.967,4,k-pop,3,3,Seventeen - Very nice
25759,1oen3GpTcA486fTHaT7neg,Girls' Generation,FOREVER 1 - The 7th Album,Forever 1,79,202533,False,0.615,0.871,9,-1.248,1,0.0516,0.0427,0.0,0.254,0.297,123.915,4,k-pop,3,2,Girls' Generation - Forever 1
25763,6TBJkXHPhu3EsMk1bshwuI,Leehi,4 ONLY,Only,77,240906,False,0.536,0.296,5,-7.451,1,0.0346,0.892,0.0,0.0873,0.151,122.907,3,k-pop,3,6,Leehi - Only
25767,3QSjVPObHxuAJc3E5nrjRn,"K/Da, Madison Beer, Kim Petras, League Of Legends",ALL OUT,Villain,74,199125,False,0.653,0.634,5,-5.875,0,0.0391,0.0232,0.0,0.0908,0.306,160.013,4,k-pop,3,3,"K/Da, Madison Beer, Kim Petras, League Of Legends - Villain"
25770,2xtP8RNbo2BEMzLX7tK7aq,Twice,CRY FOR ME,Cry for me,73,204167,False,0.702,0.692,10,-5.405,1,0.0539,0.0542,0.0,0.0877,0.419,144.896,4,k-pop,3,2,Twice - Cry for me
25774,6Upu6yjkdi0DVI8E3IBZEU,Seventeen,SEVENTEEN 4th Mini Album ‘Al1’,Don't wanna cry,71,203426,False,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53e-06,0.16,0.722,100.005,4,k-pop,3,2,Seventeen - Don't wanna cry
25775,0BTaaKT4RMbs5M73tOHX5Y,Twice,Taste of Love,Alcohol-free,72,210573,False,0.688,0.909,8,-1.992,1,0.0624,0.0474,1.35e-06,0.0674,0.702,97.097,4,k-pop,3,2,Twice - Alcohol-free
25784,3dbLT62Cvs46Ju7a8gpr36,Aespa,Savage - The 1st Mini Album,Savage,74,238143,False,0.727,0.879,9,-1.167,1,0.129,0.124,1.17e-05,0.244,0.671,146.959,4,k-pop,3,2,Aespa - Savage
25801,24nK8tW7Pt3Inh2utttuoG,Mamamoo,reality in BLACK,Hip,71,195306,False,0.782,0.731,3,-4.581,0,0.143,0.0376,3.15e-05,0.0956,0.824,138.032,4,k-pop,3,3,Mamamoo - Hip
25811,3r44Otr6SVUja3SYsCuhVY,"Izzamuzzic, Julien Marchal",Shootout (Sped Up),Shootout (sped up),76,242142,False,0.684,0.605,10,-8.678,0,0.0634,0.216,0.941,0.103,0.768,104.647,4,k-pop,3,1,"Izzamuzzic, Julien Marchal - Shootout"
25817,0VES0jpNQEdRpD31gYDIMe,"Yoon Mirae, Bibi",Street Man Fighter Original Vol.3 (Mission by Rank),Law (prod. czaer),72,189373,False,0.756,0.9,2,-4.428,1,0.0843,0.00857,0.000111,0.237,0.55,128.054,4,k-pop,3,2,"Yoon Mirae, Bibi - Law"
25821,35sE2Ehvd1GzBzAIC0zFIu,Stray Kids,Street Man Fighter Original Vol.4 (Crew Songs),Heyday (prod. czaer),74,144773,False,0.892,0.808,2,-3.343,1,0.156,0.0335,0.0,0.0363,0.701,137.97,4,k-pop,3,2,Stray Kids - Heyday
25825,2oBMZYteeO8DyXV9gDx6Za,Red Velvet,‘The ReVe Festival 2022 - Feel My Rhythm’,Feel my rhythm,75,210253,False,0.412,0.94,1,-2.171,1,0.215,0.0648,0.0,0.358,0.423,157.964,4,k-pop,3,2,Red Velvet - Feel my rhythm
25838,1exxGxUMlJWD1h9YcE9YZH,Tomorrow X Together,minisode 2: Thursday's Child,Opening sequence,71,177976,False,0.609,0.64,3,-5.61,0,0.0539,0.167,0.0,0.0959,0.442,145.199,4,k-pop,3,3,Tomorrow X Together - Opening sequence
25862,2MbdDtCv5LUVjYy9RuGTgC,"Jack Harlow, Tory Lanez, Dababy, Lil Wayne","WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]","Whats poppin (feat. dababy, tory lanez & lil wayne) - remix",76,227478,True,0.904,0.723,11,-5.224,0,0.26,0.0631,0.0,0.185,0.835,145.013,4,k-pop,3,5,"Jack Harlow, Tory Lanez, Dababy, Lil Wayne - Whats poppin  - remix"
25876,6AOrC7t2WS5ykYcnoHpiS2,Tomorrow X Together,minisode 2: Thursday's Child,Lonely boy (the tattoo on my ring finger),71,168751,False,0.666,0.639,2,-5.245,0,0.131,0.24,0.0,0.0928,0.505,144.881,4,k-pop,3,3,Tomorrow X Together - Lonely boy
25884,69WpV0U7OMNFGyq8I63dcC,Enhypen,BORDER : DAY ONE,Given-taken,71,183090,False,0.631,0.649,8,-4.939,0,0.0377,0.17,0.0,0.321,0.459,108.07,4,k-pop,3,3,Enhypen - Given-taken
25886,4b3rGL8LDSkbARUUA20136,Stray Kids,ODDINARY,Venom,71,194840,False,0.812,0.807,9,-3.354,1,0.339,0.11,0.0,0.211,0.4,136.979,4,k-pop,3,2,Stray Kids - Venom
25897,2uw2ftfyS4yJLWiTtbxasE,Stray Kids,CIRCUS,Circus,73,194440,False,0.767,0.809,5,-3.734,0,0.0958,0.0337,0.0,0.0353,0.69,97.958,4,k-pop,3,3,Stray Kids - Circus
25911,0oeVHAgY8Q7Mdce5Quj2G4,Mamamoo,MIC ON,Illella,72,166053,False,0.523,0.83,11,-2.089,1,0.167,0.00359,0.0,0.0806,0.812,173.931,4,k-pop,3,2,Mamamoo - Illella
25914,7rXcCpIAoOUCydkVDMcoPV,Taeyeon,INVU - The 3rd Album,Invu,72,204973,False,0.599,0.816,11,-3.412,0,0.0556,0.0911,2.17e-06,0.0961,0.399,106.962,4,k-pop,3,3,Taeyeon - Invu
25918,5uFqjHOo3Sh0bVPCKf3DdH,Aespa,Illusion,Illusion,74,195053,False,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,4,k-pop,3,3,Aespa - Illusion
25920,3Hz3tTQwOdM6XkA0ALB2G9,Twice,Feel Special,Feel special,72,206866,False,0.708,0.959,1,-1.338,1,0.0604,0.0296,0.00188,0.107,0.644,128.981,4,k-pop,3,2,Twice - Feel special
25929,0BJMgVrnWIvgYsjq8KaPeh,Twice,Formula of Love: O+T=<3,Scientist,71,194600,False,0.786,0.858,11,-3.74,1,0.0675,0.0487,0.0,0.126,0.649,112.999,4,k-pop,3,2,Twice - Scientist
25944,0tYZo2UhV1lrUez5CA0Iyw,Ateez,THE WORLD EP.1 : MOVEMENT,Guerrilla,74,207921,False,0.555,0.89,9,-5.349,1,0.132,0.00399,0.0,0.0506,0.581,181.963,4,k-pop,3,2,Ateez - Guerrilla
25949,3sOEVB8DirQtZc0qhw8lJc,Twice,BETWEEN 1&2,Queen of hearts,72,186946,False,0.666,0.847,10,-2.526,0,0.106,0.102,0.0,0.0702,0.815,149.94,4,k-pop,3,3,Twice - Queen of hearts
25960,37YoRLUu1qId0ewavgvnkG,Le Sserafim,FEARLESS,Blue flame,75,201894,False,0.781,0.725,4,-3.571,0,0.0452,0.0281,0.0,0.0761,0.765,112.045,4,k-pop,3,3,Le Sserafim - Blue flame
25985,3OC2C8IpFhbUJTeMe55QYn,Enhypen,MANIFESTO : DAY 1,Paradoxxx invasion,72,187490,False,0.727,0.863,1,-3.181,1,0.0879,0.0298,0.0,0.334,0.72,94.952,4,k-pop,3,2,Enhypen - Paradoxxx invasion
26004,0CatzXH85XWyBqqdB6qPMB,Nct Dream,Beatbox - The 2nd Album Repackage,Beatbox,73,205133,False,0.857,0.7,4,-4.189,0,0.074,0.0411,0.0,0.0334,0.773,93.997,4,k-pop,3,3,Nct Dream - Beatbox
26008,5GKwq4sO5ZHKuWaDmdwMQc,Red Velvet,The Perfect Red Velvet - The 2nd Album Repackage,Bad boy,71,210817,False,0.714,0.736,2,-3.801,1,0.0457,0.191,0.0,0.0553,0.814,149.985,4,k-pop,3,2,Red Velvet - Bad boy
26030,56s2s5e8WuBsWVKnmz6J9L,Stayc,WE NEED LOVE,Beautiful monster,74,180000,False,0.594,0.647,6,-4.347,1,0.0834,0.121,0.0,0.352,0.511,82.321,4,k-pop,3,2,Stayc - Beautiful monster
26063,4JmbtS0Muijl37KP9lDscy,Sunmi,Heart Burn,Heart burn,71,193173,False,0.84,0.656,6,-5.162,0,0.0401,0.0287,4.38e-06,0.0714,0.783,121.99,4,k-pop,3,3,Sunmi - Heart burn
26083,7ecbsiAQ6PNdiAq0hplVZo,Enhypen,DIMENSION : ANSWER,Blessed-cursed,71,170805,False,0.604,0.886,4,-3.523,0,0.061,0.0925,0.0,0.596,0.401,127.098,4,k-pop,3,3,Enhypen - Blessed-cursed
26108,3EMp20j5E42MxfFbsEsIvD,"Jack Harlow, Drake",Come Home The Kids Miss You,Churchill downs (feat. drake),77,309327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,k-pop,3,5,"Jack Harlow, Drake - Churchill downs"
26112,2bZIDMpzVooosmPHn0tHnd,Stayc,STEREOTYPE,Stereotype,71,191695,False,0.605,0.805,6,-3.212,1,0.0641,0.313,0.0,0.659,0.738,148.298,4,k-pop,3,0,Stayc - Stereotype
26115,5sbooPcNgIE22DwO0VNGUJ,"K/Da, Madison Beer, (G)I-Dle, Jaira Burns, League Of Legends",POP/STARS,Pop/stars,73,191100,False,0.566,0.769,7,-4.342,1,0.0872,0.0183,0.0,0.108,0.385,170.036,4,k-pop,3,2,"K/Da, Madison Beer, I-Dle, Jaira Burns, League Of Legends - Pop/stars"
26117,396FqjKmViUZ92Wmm4rx3i,Aespa,Girls - The 2nd Mini Album,Illusion,72,195053,False,0.75,0.718,2,-2.817,0,0.0468,0.0814,1.75e-05,0.322,0.592,90.027,4,k-pop,3,3,Aespa - Illusion
26121,3w1WjD2zJqjBjDz5fwqQPJ,Jack Harlow,Thats What They All Say,Tyler herro,74,156578,True,0.792,0.793,5,-6.185,0,0.0841,0.0872,0.0,0.22,0.775,123.031,4,k-pop,3,5,Jack Harlow - Tyler herro
26123,7IkuRNVAjwXpZ2DheQHL4L,Exid,X,Fire,71,207013,False,0.75,0.941,8,-1.759,1,0.0609,0.0111,2.11e-06,0.228,0.867,129.978,4,k-pop,3,2,Exid - Fire
26125,63mL1DdcSFfxVJ9XGnSRQz,Twice,BETWEEN 1&2,Basics,73,176973,False,0.778,0.8,2,-3.529,1,0.227,0.254,0.0,0.139,0.585,137.997,4,k-pop,3,2,Twice - Basics
26167,3XZAvh2NCDQYHgJei35VQ1,Kep1Er,DOUBLAST,Up!,73,192026,False,0.753,0.932,6,-2.706,1,0.119,0.0205,4.31e-06,0.0326,0.918,124.006,4,k-pop,3,2,Kep1Er - Up!
26179,1hciAV5LrrTkRV0g0StZ6h,Bts,Butter / Permission to Dance,Butter,71,164441,False,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,4,k-pop,3,2,Bts - Butter
26205,62Yo3FDddWY8ydu6PW2wyz,Jack Harlow,Nail Tech,Nail tech,74,206385,True,0.677,0.557,1,-8.409,1,0.0694,0.00508,8.36e-06,0.0984,0.1,150.127,4,k-pop,3,5,Jack Harlow - Nail tech
26206,4RKJRRd4VJfZWiqQTYsleE,"Jack Harlow, Chris Brown",Thats What They All Say,Already best friends (feat. chris brown),74,197031,True,0.873,0.575,10,-7.284,0,0.0702,0.0891,0.0,0.108,0.872,103.005,4,k-pop,3,5,"Jack Harlow, Chris Brown - Already best friends"
26209,3gFcGnU4kTdMYLXDjH1TK8,Stayc,YOUNG-LUV.COM,Run2u,73,213426,False,0.722,0.676,11,-5.885,0,0.0829,0.000835,1.2e-05,0.321,0.362,129.943,4,k-pop,3,3,Stayc - Run2u
26210,6juLaduD4STCUDWT0AYun4,"K/Da, Madison Beer, (G)I-Dle, Lexie Liu, Jaira Burns, Seraphine, League Of Legends",MORE,More,72,217088,False,0.66,0.787,1,-4.592,0,0.032,0.00257,0.0,0.323,0.199,142.018,4,k-pop,3,3,"K/Da, Madison Beer, I-Dle, Lexie Liu, Jaira Burns, Seraphine, League Of Legends - More"
26254,4fsQ0K37TOXa3hEQfjEic1,Le Sserafim,ANTIFRAGILE,Antifragile,77,184444,False,0.882,0.797,10,-3.299,0,0.0819,0.0821,0.0,0.113,0.824,105.025,4,k-pop,3,3,Le Sserafim - Antifragile
26330,6habFhsOp2NvshLv26DqMb,"Luis Fonsi, Daddy Yankee",VIDA,Despacito,80,229360,False,0.655,0.797,2,-4.787,1,0.153,0.198,0.0,0.067,0.839,177.928,4,latin,21,2,"Luis Fonsi, Daddy Yankee - Despacito"
26331,3DmW6y7wTEYHJZlLo1r6XJ,Becky G,Shower,Shower,78,206166,False,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,latin,21,2,Becky G - Shower
26332,4QtiVmuA88tPQiCOHZuQ5b,"Sofía Reyes, Jason Derulo, De La Ghetto","1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. jason derulo & de la ghetto)",79,201526,False,0.792,0.895,1,-3.112,0,0.0589,0.165,0.0,0.0501,0.794,94.968,4,latin,21,3,"Sofía Reyes, Jason Derulo, De La Ghetto - 1, 2, 3"
26333,737gzPI5VAmgUGWiJ9yXuu,"Sofía Reyes, Jason Derulo, De La Ghetto",Mal De Amores,"1, 2, 3 (feat. jason derulo & de la ghetto)",73,201526,False,0.792,0.895,1,-3.112,0,0.0587,0.165,0.0,0.0501,0.793,94.968,4,latin,21,3,"Sofía Reyes, Jason Derulo, De La Ghetto - 1, 2, 3"
26334,3ZFTkvIE7kyPt6Nu3PEa7V,"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",Hips don't lie (feat. wyclef jean),84,218093,False,0.778,0.824,10,-5.892,0,0.0707,0.284,0.0,0.405,0.758,100.024,4,latin,21,3,"Shakira, Wyclef Jean - Hips don't lie"
26335,2Cd9iWfcOpGDHLz6tVA3G4,"Shakira, Freshlyground",Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Waka waka (this time for africa) [the official 2010 fifa world cup (tm) song] (feat. freshlyground),79,202626,False,0.766,0.873,11,-6.381,0,0.143,0.00627,0.0,0.0764,0.743,126.988,4,latin,21,3,"Shakira, Freshlyground - Waka waka   song]"
26336,6DXLO8LndZMVOHM0wNbpzg,"Don Omar, Lucenzo",Meet The Orphans,Danza kuduro,74,198786,False,0.699,0.917,0,-4.897,1,0.115,0.078,0.0,0.065,0.889,130.04,4,latin,21,2,"Don Omar, Lucenzo - Danza kuduro"
